name,team,result
234,Wolfe,2.69
235,Wolfe,2.25
236,Wolfe,2.46
237,Wolfe,2.66
241,Wolfe,2.44
242,Wolfe,2.22
100,Jahn Speedies,2.4
101,Jahn Speedies,1.86
102,Jahn Speedies,2.33
103,Jahn Speedies,1.8
104,Jahn Speedies,2.37
106,Jahn Speedies,2.07
107,Jahn Speedies,2.3
109,Jahn Speedies,2.22
112,Jahn Speedies,2
178,Kangurus,2.16
180,Kangurus,2.38
181,Kangurus,1.81
182,Kangurus,2.5
183,Kangurus,2.35
184,Kangurus,2.25
185,Kangurus,2.01
186,Kangurus,1.94
188,Kangurus,2.83
225,Adler,2.34
226,Adler,2.6
227,Adler,2.14
228,Adler,2.63
229,Adler,1.64
230,Adler,2.57
231,Adler,2.43
232,Adler,2.66
166,Manzoschule,2.47
168,Manzoschule,1.92
169,Manzoschule,1.92
160,Manzoschule,2.12
164,Manzoschule,2.69
167,Manzoschule,2.15
141,Teilchenbeschleuniger,2.75
142,Teilchenbeschleuniger,1.78
143,Teilchenbeschleuniger,2.46
144,Teilchenbeschleuniger,1.91
145,Teilchenbeschleuniger,1.68
146,Teilchenbeschleuniger,2.44
148,Teilchenbeschleuniger,1.79
149,Teilchenbeschleuniger,2.08
147,Teilchenbeschleuniger,2.56
151,Quantenspringer,2.71
152,Quantenspringer,2.25
153,Quantenspringer,2.02
154,Quantenspringer,2.41
155,Quantenspringer,2.67
156,Quantenspringer,2.8
157,Quantenspringer,2.61
159,Quantenspringer,2.56
150,Quantenspringer,2.88
260,Putzbrunner Panther,2.24
261,Putzbrunner Panther,2.25
262,Putzbrunner Panther,2.33
263,Putzbrunner Panther,2.7
264,Putzbrunner Panther,2.18
265,Putzbrunner Panther,2.4
266,Putzbrunner Panther,2.25
267,Putzbrunner Panther,2.35
268,Putzbrunner Panther,2.85
269,Putzbrunner Panther,2.13
270,Putzbrunner Panther,2.53
