name,team,result
265,wilde pferde,8.51
264,wilde pferde,8.31
266,wilde pferde,7.63
267,wilde pferde,8.05
268,wilde pferde,7.82
269,wilde pferde,8.99
270,wilde pferde,8.74
250,juniorproffesur fur kickstart kompentenz,7.7
251,juniorproffesur fur kickstart kompentenz,8.92
252,juniorproffesur fur kickstart kompentenz,9.84
253,juniorproffesur fur kickstart kompentenz,8.69
254,juniorproffesur fur kickstart kompentenz,9.02
255,juniorproffesur fur kickstart kompentenz,14
256,juniorproffesur fur kickstart kompentenz,8.25
257,die startblock stipendiaten,9.74
258,die startblock stipendiaten,8.94
259,die startblock stipendiaten,8.95
260,die startblock stipendiaten,8.81
261,die startblock stipendiaten,8.58
262,die startblock stipendiaten,9.47
263,die startblock stipendiaten,12.54
160,geisenfeld chilli willi,9.32
161,geisenfeld chilli willi,7.95
162,geisenfeld chilli willi,7.98
163,geisenfeld chilli willi,8.05
164,geisenfeld chilli willi,8.4
165,geisenfeld chilli willi,8.87
166,geisenfeld chilli willi,7.37
167,geisenfeld chilli willi,14
168,geisenfeld chilli willi,7.88
