name,team,result
452,Bunte Hunde,7.55
451,Bunte Hunde,7.66
448,Bunte Hunde,8.21
453,Bunte Hunde,8.47
454,Bunte Hunde,8.7
449,Bunte Hunde,8.93
446,Bunte Hunde,7.35
445,Bunte Hunde,7.92
444,Bunte Hunde,7.75
450,Bunte Hunde,7.56
472,Turbo Tiger,8.44
473,Turbo Tiger,8.17
474,Turbo Tiger,7.91
475,Turbo Tiger,8.25
476,Turbo Tiger,7.43
477,Turbo Tiger,7.98
478,Turbo Tiger,7.61
455,Panther,8.53
456,Panther,7.69
457,Panther,7.81
458,Panther,8.64
459,Panther,7.74
460,Panther,7.94
462,Panther,8.13
463,Panther,7.63
464,Panther,7.49
562,Panther,7.79
479,Mini Adler,8.1
480,Mini Adler,7.91
481,Mini Adler,8.17
482,Mini Adler,7.67
483,Mini Adler,8.44
484,Mini Adler,8.1
485,Mini Adler,8.1
486,Mini Adler,9.63
510,Horizontale Sprunge,8.89
511,Horizontale Sprunge,7.58
512,Horizontale Sprunge,8.52
513,Horizontale Sprunge,7.44
514,Horizontale Sprunge,8.04
515,Horizontale Sprunge,7.5
517,Horizontale Sprunge,7.85
518,Horizontale Sprunge,8.13
500,Health Science,8.16
501,Health Science,7.69
504,Health Science,7.97
505,Health Science,7.54
506,Health Science,7.73
507,Health Science,7.23
508,Health Science,6.85
509,Health Science,7.61
