name,team,result
383,Adler,12.7
384,Adler,13.04
385,Adler,11.84
386,Adler,13.22
389,Adler,11.3
390,Adler,12.53
391,Adler,12.34
400,Adler,12.11
393,Adler,11.98
333,Quantenspringer,11.98
334,Quantenspringer,13.45
335,Quantenspringer,11.8
336,Quantenspringer,10.92
337,Quantenspringer,10.95
338,Quantenspringer,10.75
339,Quantenspringer,11.43
340,Quantenspringer,11.54
341,Quantenspringer,10.68
342,Quantenspringer,12.14
343,Quantenspringer,14.11
429,Manzoschule,11.25
430,Manzoschule,13.69
431,Manzoschule,11.05
432,Manzoschule,10.66
433,Manzoschule,13.66
434,Manzoschule,13.5
435,Manzoschule,12.07
323,Teilchenbeschleuniger,11.11
324,Teilchenbeschleuniger,12.6
325,Teilchenbeschleuniger,14.23
326,Teilchenbeschleuniger,9.99
327,Teilchenbeschleuniger,13.53
328,Teilchenbeschleuniger,13.26
329,Teilchenbeschleuniger,11.41
330,Teilchenbeschleuniger,11.93
331,Teilchenbeschleuniger,11.75
332,Teilchenbeschleuniger,9.34
442,Speedies,13.87
443,Speedies,11.45
444,Speedies,13.29
445,Speedies,12.41
446,Speedies,12.2
447,Speedies,12.94
287,Speedies,12.82
353,Springende Kangurus,11.06
355,Springende Kangurus,11.18
356,Springende Kangurus,12.76
357,Springende Kangurus,12.84
358,Springende Kangurus,11.97
359,Springende Kangurus,12.71
360,Springende Kangurus,11.01
361,Springende Kangurus,13.28
362,Springende Kangurus,11.69
363,Springende Kangurus,13.32
475,Turbokids,12.02
476,Turbokids,14.13
477,Turbokids,12.29
478,Turbokids,12.45
479,Turbokids,12.12
480,Turbokids,12.79
302,TSV Grunwald,10.86
298,TSV Grunwald,13.12
301,TSV Grunwald,12.6
303,TSV Grunwald,13.45
305,TSV Grunwald,14.66
297,TSV Grunwald,16.9
300,TSV Grunwald,13.22
299,TSV Grunwald,14.99
