name,team,result
383,Adler,5
384,Adler,4
385,Adler,4.5
386,Adler,6
389,Adler,4.5
390,Adler,6
391,Adler,3.5
400,Adler,4.5
393,Adler,3.5
353,Springende Kangurus,6.5
355,Springende Kangurus,6
356,Springende Kangurus,7
357,Springende Kangurus,4.5
358,Springende Kangurus,6
359,Springende Kangurus,5.5
360,Springende Kangurus,5
361,Springende Kangurus,5.5
362,Springende Kangurus,4
363,Springende Kangurus,4
429,Manzoschule,5.5
430,Manzoschule,5.5
431,Manzoschule,6
432,Manzoschule,6
435,Manzoschule,5.5
434,Manzoschule,3.5
433,Manzoschule,4.5
302,TSV Grunwald,8
303,TSV Grunwald,5.5
297,TSV Grunwald,3.5
298,TSV Grunwald,4.5
301,TSV Grunwald,8
300,TSV Grunwald,6.5
299,TSV Grunwald,5
305,TSV Grunwald,4
442,TS Jahn Speedies,5
443,TS Jahn Speedies,7
444,TS Jahn Speedies,4.5
445,TS Jahn Speedies,5
446,TS Jahn Speedies,6
447,TS Jahn Speedies,5.5
287,TS Jahn Speedies,7.5
475,Turbokids,6
476,Turbokids,4.5
477,Turbokids,5.5
478,Turbokids,4
479,Turbokids,6
480,Turbokids,4
333,Quantenspringer,7
334,Quantenspringer,6
335,Quantenspringer,5
336,Quantenspringer,6
337,Quantenspringer,5
338,Quantenspringer,6
339,Quantenspringer,5
340,Quantenspringer,5.5
341,Quantenspringer,7.5
342,Quantenspringer,7
343,Quantenspringer,4.5
323,Teilchenbeschleuniger,6
324,Teilchenbeschleuniger,3.5
325,Teilchenbeschleuniger,4
326,Teilchenbeschleuniger,7
327,Teilchenbeschleuniger,3.5
328,Teilchenbeschleuniger,4.5
329,Teilchenbeschleuniger,6
330,Teilchenbeschleuniger,5
331,Teilchenbeschleuniger,3.5
332,Teilchenbeschleuniger,7.5
