name,team,result
129,Master of Health Science,8
130,Master of Health Science,8
131,Master of Health Science,6
132,Master of Health Science,9
133,Master of Health Science,6
134,Master of Health Science,8
105,Master of Health Science,6
94,Master of Health Science,7
135,Master of Health Science,4
136,Master of Health Science,9
153,Chilli Willi,9
149,Chilli Willi,10
155,Chilli Willi,9
151,Chilli Willi,7
148,Chilli Willi,11
157,Chilli Willi,9
154,Chilli Willi,6
152,Chilli Willi,9
150,Chilli Willi,11
