name,team,result
153,Chilli Willi,9
149,Chilli Willi,9
155,Chilli Willi,9
151,Chilli Willi,7
148,Chilli Willi,8
157,Chilli Willi,8
154,Chilli Willi,4
152,Chilli Willi,7
150,Chilli Willi,10
129,Master of Health Science,4
130,Master of Health Science,8
131,Master of Health Science,5
132,Master of Health Science,8
133,Master of Health Science,3
134,Master of Health Science,8
136,Master of Health Science,6
105,Master of Health Science,7
94,Master of Health Science,6
135,Master of Health Science,4
