name,team,result
448,Powerkids,7
450,Powerkids,5
451,Powerkids,6
452,Powerkids,7
453,Powerkids,6
455,Powerkids,5
456,Powerkids,4
420,Longjumpers,4
421,Longjumpers,8
422,Longjumpers,6
424,Longjumpers,5
425,Longjumpers,5
426,Longjumpers,6
427,Longjumpers,4
428,Longjumpers,4
423,Longjumpers,3
468,Longjumpers,4
437,Manzoschule,7
438,Manzoschule,4
440,Manzoschule,3
441,Manzoschule,3
286,Manzoschule,4
439,Manzoschule,4
372,Gazelle Haidhausen,3
373,Gazelle Haidhausen,5
374,Gazelle Haidhausen,4
375,Gazelle Haidhausen,4
376,Gazelle Haidhausen,2
377,Gazelle Haidhausen,6
378,Gazelle Haidhausen,4
379,Gazelle Haidhausen,7
380,Gazelle Haidhausen,5
381,Gazelle Haidhausen,3
344,Chilli Willi,8
345,Chilli Willi,7
346,Chilli Willi,7
347,Chilli Willi,9
348,Chilli Willi,8
349,Chilli Willi,8
350,Chilli Willi,5
351,Chilli Willi,8
352,Chilli Willi,7
365,Bunte Hunde,8
371,Bunte Hunde,6
370,Bunte Hunde,8
369,Bunte Hunde,4
366,Bunte Hunde,6
367,Bunte Hunde,6
323,Teilchenbeschleuniger,7
324,Teilchenbeschleuniger,6
325,Teilchenbeschleuniger,4
326,Teilchenbeschleuniger,9
327,Teilchenbeschleuniger,5
328,Teilchenbeschleuniger,6
329,Teilchenbeschleuniger,7
330,Teilchenbeschleuniger,5
331,Teilchenbeschleuniger,7
332,Teilchenbeschleuniger,10
394,Giraffen,7
395,Giraffen,7
396,Giraffen,5
397,Giraffen,7
398,Giraffen,6
399,Giraffen,5
402,Giraffen,10
404,Giraffen,8
405,Giraffen,6
406,Giraffen,11
411,Highjumpers,7
412,Highjumpers,5
413,Highjumpers,4
414,Highjumpers,6
415,Highjumpers,7
416,Highjumpers,2
417,Highjumpers,4
418,Highjumpers,4
419,Highjumpers,3
