name,team,result
581,Jahn Powerkids,760
583,Jahn Powerkids,810
584,Jahn Powerkids,770
585,Jahn Powerkids,810
586,Jahn Powerkids,820
587,Jahn Powerkids,830
580,Jahn Powerkids,840
582,Jahn Powerkids,880
592,Jahn Powerkids,760
598,Flitzeblitze,770
599,Flitzeblitze,740
600,Flitzeblitze,730
601,Flitzeblitze,740
602,Flitzeblitze,900
603,Flitzeblitze,660
606,Flitzeblitze,870
607,Flitzeblitze,750
604,Flitzeblitze,760
642,Wolfe,770
643,Wolfe,830
644,Wolfe,740
645,Wolfe,740
646,Wolfe,900
647,Wolfe,800
648,Wolfe,830
649,Wolfe,760
650,Wolfe,830
651,Giraffen,930
652,Giraffen,820
653,Giraffen,820
654,Giraffen,720
655,Giraffen,670
656,Giraffen,820
657,Giraffen,590
658,Giraffen,590
668,Bunte Hunde,780
669,Bunte Hunde,670
670,Bunte Hunde,770
671,Bunte Hunde,730
672,Bunte Hunde,720
673,Bunte Hunde,890
674,Bunte Hunde,790
675,Gazelle Haidhausen,750
676,Gazelle Haidhausen,710
677,Gazelle Haidhausen,720
679,Gazelle Haidhausen,750
681,Gazelle Haidhausen,700
682,Gazelle Haidhausen,670
683,Gazelle Haidhausen,700
684,Gazelle Haidhausen,600
624,Chilli Willi,870
625,Chilli Willi,790
626,Chilli Willi,750
627,Chilli Willi,890
628,Chilli Willi,880
629,Chilli Willi,840
630,Chilli Willi,760
631,Chilli Willi,880
632,Chilli Willi,780
633,Chilli Willi,880
608,Turbotornados,660
609,Turbotornados,830
610,Turbotornados,830
611,Turbotornados,660
612,Turbotornados,670
613,Turbotornados,810
614,Turbotornados,660
615,Turbotornados,810
616,Turbotornados,790
617,Wirbelwinde,770
618,Wirbelwinde,700
619,Wirbelwinde,670
620,Wirbelwinde,720
621,Wirbelwinde,720
622,Wirbelwinde,740
623,Wirbelwinde,740
