name,team,result
84,Lehrstuhl fur angewandte Schlagballbeschleunigung,101
86,Lehrstuhl fur angewandte Schlagballbeschleunigung,129
87,Lehrstuhl fur angewandte Schlagballbeschleunigung,128
88,Lehrstuhl fur angewandte Schlagballbeschleunigung,123
89,Lehrstuhl fur angewandte Schlagballbeschleunigung,131
90,Lehrstuhl fur angewandte Schlagballbeschleunigung,132
92,Lehrstuhl fur angewandte Schlagballbeschleunigung,132
42,Adler,116
32,Adler,120
33,Adler,121
39,Adler,108
35,Adler,136
36,Adler,120
37,Adler,145
38,Adler,123
34,Adler,144
40,Adler,121
68,Manzoschule,124
70,Manzoschule,186
71,Manzoschule,123
72,Manzoschule,142
73,Manzoschule,141
74,Manzoschule,184
75,Die JAHN-Speedies,120
76,Die JAHN-Speedies,131
77,Die JAHN-Speedies,143
78,Die JAHN-Speedies,118
79,Die JAHN-Speedies,121
80,Die JAHN-Speedies,139
81,Die JAHN-Speedies,123
82,Die JAHN-Speedies,134
83,Die JAHN-Speedies,114
158,Die JAHN-Speedies,171
1,Renngeisis 1,120
2,Renngeisis 1,109
3,Renngeisis 1,108
5,Renngeisis 1,163
6,Renngeisis 1,123
7,Renngeisis 1,139
17,Renngeisis 1,127
18,Renngeisis 1,124
19,Renngeisis 1,123
20,Renngeisis 1,142
8,Renngeisis 2,142
9,Renngeisis 2,118
11,Renngeisis 2,142
12,Renngeisis 2,143
13,Renngeisis 2,114
14,Renngeisis 2,123
15,Renngeisis 2,140
16,Renngeisis 2,139
23,Renngeisis 2,139
43,Wolfe,115
44,Wolfe,141
45,Wolfe,140
46,Wolfe,140
47,Wolfe,137
48,Wolfe,132
49,Wolfe,131
51,Wolfe,123
52,Wolfe,130
53,Wolfe,141
96,Forschungsgruppe Quantensprung,132
97,Forschungsgruppe Quantensprung,130
98,Forschungsgruppe Quantensprung,122
99,Forschungsgruppe Quantensprung,174
100,Forschungsgruppe Quantensprung,142
101,Forschungsgruppe Quantensprung,123
102,Forschungsgruppe Quantensprung,120
103,Forschungsgruppe Quantensprung,183
104,Forschungsgruppe Quantensprung,133
106,Kangurus,117
107,Kangurus,125
108,Kangurus,136
109,Kangurus,129
110,Kangurus,142
111,Kangurus,116
112,Kangurus,122
