name,team,result
400,Chilly Willy,80
401,Chilly Willy,60
402,Chilly Willy,60
403,Chilly Willy,50
404,Chilly Willy,40
405,Chilly Willy,80
406,Chilly Willy,60
407,Chilly Willy,60
541,Pagheras,50
452,Pagheras,50
543,Pagheras,70
544,Pagheras,80
545,Pagheras,50
546,Pagheras,60
487,Hohenflieger,60
488,Hohenflieger,70
489,Hohenflieger,60
490,Hohenflieger,70
491,Hohenflieger,80
492,Hohenflieger,50
493,Hohenflieger,70
496,Hohenflieger,50
497,Hohenflieger,50
498,Hohenflieger,50
499,Hohenflieger,40
556,Wilde Pferde,60
558,Wilde Pferde,80
559,Wilde Pferde,70
561,Wilde Pferde,60
560,Wilde Pferde,80
557,Wilde Pferde,60
