name,team,result
250,junioeproffesur,6
251,junioeproffesur,3
252,junioeproffesur,4
253,junioeproffesur,5
254,junioeproffesur,1
255,junioeproffesur,4
256,junioeproffesur,5
257,startblock stipendiaten,2
258,startblock stipendiaten,2
259,startblock stipendiaten,5
260,startblock stipendiaten,4
261,startblock stipendiaten,2
262,startblock stipendiaten,3
263,startblock stipendiaten,1
266,tsv ost wilde pferde,3
270,tsv ost wilde pferde,4
268,tsv ost wilde pferde,5
267,tsv ost wilde pferde,5
264,tsv ost wilde pferde,3
265,tsv ost wilde pferde,2
269,tsv ost wilde pferde,1
160,chilli willi,2
161,chilli willi,6
162,chilli willi,4
163,chilli willi,6
164,chilli willi,7
165,chilli willi,3
166,chilli willi,4
168,chilli willi,5
