name,team,result
704,Hase und Igel,125
705,Hase und Igel,140
706,Hase und Igel,181
707,Hase und Igel,152
708,Hase und Igel,165
709,Hase und Igel,134
710,Hase und Igel,169
638,Bunte Hunde,168
637,Bunte Hunde,169
641,Bunte Hunde,155
642,Bunte Hunde,169
643,Bunte Hunde,157
644,Bunte Hunde,154
645,Bunte Hunde,155
667,Mini Adler,115
668,Mini Adler,171
669,Mini Adler,141
671,Mini Adler,143
672,Mini Adler,163
673,Mini Adler,175
674,Mini Adler,155
606,Mini Adler,118
607,Mini Adler,133
675,Master of Health,140
676,Master of Health,170
677,Master of Health,165
678,Master of Health,167
779,Master of Health,182
680,Master of Health,145
681,Master of Health,167
682,Master of Health,192
683,Master of Health,180
684,Master of Health,183
685,Master of Health,175
686,Seminargruppe Sprunge,147
682,Seminargruppe Sprunge,174
688,Seminargruppe Sprunge,146
689,Seminargruppe Sprunge,150
690,Seminargruppe Sprunge,186
691,Seminargruppe Sprunge,177
692,Seminargruppe Sprunge,164
693,Seminargruppe Sprunge,170
751,Seminargruppe Sprunge,190
695,Seminargruppe Sprunge,172
696,Seminargruppe Sprunge,160
658,Turbo Tiger,175
659,Turbo Tiger,166
660,Turbo Tiger,158
661,Turbo Tiger,175
662,Turbo Tiger,176
663,Turbo Tiger,148
664,Turbo Tiger,150
665,Turbo Tiger,181
604,Turbo Tiger,149
608,Turbo Tiger,102
717,Manzoschule,157
718,Manzoschule,146
719,Manzoschule,180
720,Manzoschule,157
712,Manzoschule,172
714,Manzoschule,133
715,Manzoschule,142
716,Manzoschule,140
647,Putzbrunner Panther,127
649,Putzbrunner Panther,153
650,Putzbrunner Panther,164
651,Putzbrunner Panther,173
652,Putzbrunner Panther,138
653,Putzbrunner Panther,142
654,Putzbrunner Panther,147
656,Putzbrunner Panther,135
698,Jahn Speedies Jun 1,160
699,Jahn Speedies Jun 1,152
700,Jahn Speedies Jun 1,167
701,Jahn Speedies Jun 1,167
702,Jahn Speedies Jun 1,184
703,Jahn Speedies Jun 1,160
