name,team,result
638,Bunte Hunde,32
639,Bunte Hunde,41
641,Bunte Hunde,61
642,Bunte Hunde,48
643,Bunte Hunde,48
644,Bunte Hunde,46
645,Bunte Hunde,31
675,Master of Health,39
676,Master of Health,41
677,Master of Health,45
678,Master of Health,57
679,Master of Health,54
680,Master of Health,39
681,Master of Health,66
682,Master of Health,53
683,Master of Health,51
684,Master of Health,71
685,Master of Health,39
658,Turbo Tiger,51
659,Turbo Tiger,41
660,Turbo Tiger,48
661,Turbo Tiger,42
662,Turbo Tiger,38
663,Turbo Tiger,34
664,Turbo Tiger,27
665,Turbo Tiger,52
604,Turbo Tiger,42
608,Turbo Tiger,24
712,Manzoschule,34
714,Manzoschule,34
715,Manzoschule,45
716,Manzoschule,43
717,Manzoschule,48
718,Manzoschule,39
719,Manzoschule,45
720,Manzoschule,42
667,Mini Adler,55
668,Mini Adler,37
669,Mini Adler,35
671,Mini Adler,38
672,Mini Adler,44
673,Mini Adler,34
674,Mini Adler,37
606,Mini Adler,42
607,Mini Adler,46
698,Jahn Speedies Jun 1,38
699,Jahn Speedies Jun 1,41
700,Jahn Speedies Jun 1,37
701,Jahn Speedies Jun 1,34
702,Jahn Speedies Jun 1,39
703,Jahn Speedies Jun 1,36
649,Putzbrunner Panther,40
650,Putzbrunner Panther,42
651,Putzbrunner Panther,57
647,Putzbrunner Panther,28
652,Putzbrunner Panther,44
653,Putzbrunner Panther,37
654,Putzbrunner Panther,47
656,Putzbrunner Panther,40
704,Hase und Igel,36
705,Hase und Igel,39
706,Hase und Igel,45
707,Hase und Igel,48
708,Hase und Igel,35
709,Hase und Igel,37
710,Hase und Igel,43
686,USC Horizontale Sprunge,36
687,USC Horizontale Sprunge,41
688,USC Horizontale Sprunge,37
689,USC Horizontale Sprunge,41
690,USC Horizontale Sprunge,40
691,USC Horizontale Sprunge,39
692,USC Horizontale Sprunge,39
693,USC Horizontale Sprunge,41
751,USC Horizontale Sprunge,38
695,USC Horizontale Sprunge,56
696,USC Horizontale Sprunge,41
