name,team,result
729,Wolfe,24
730,Wolfe,24
731,Wolfe,25
732,Wolfe,23
734,Wolfe,24
722,Wolfe,20
763,Jahn Speedies,25
764,Jahn Speedies,21
765,Jahn Speedies,21
767,Jahn Speedies,22
768,Jahn Speedies,25
769,Jahn Speedies,22
742,USC Schlagball,25
743,USC Schlagball,22
744,USC Schlagball,25
745,USC Schlagball,21
746,USC Schlagball,23
747,USC Schlagball,23
748,USC Schlagball,23
749,USC Schlagball,24
694,USC Schlagball,22
752,Quantensprung,23
753,Quantensprung,22
754,Quantensprung,21
755,Quantensprung,22
757,Quantensprung,24
758,Quantensprung,24
760,Quantensprung,23
761,Quantensprung,23
762,Quantensprung,19
721,Adler,24
723,Adler,24
724,Adler,24
725,Adler,24
726,Adler,22
727,Adler,22
728,Adler,22
735,Springende Kangurus,20
736,Springende Kangurus,27
737,Springende Kangurus,23
739,Springende Kangurus,24
741,Springende Kangurus,22
646,Springende Kangurus,23
